HEF Einfamilienhaushalt Klasse 5 Bayern
Auspraegung	A	B	C	D	mH	bH	mW	bW
HEF05	0	0	0	0	0	0	0	0
HEF34	1.3819663	-37.4124155	6.1723179	0.0396284	-0.0672159	1.1167138	-0.0019982	0.1355070
HEF33	1.6209544	-37.1833141	5.6727847	0.0716431	-0.0495700	0.8401015	-0.0022090	0.1074468
HEF02	0	0	0	0	0	0	0	0
HEF01	0	0	0	0	0	0	0	0
WTfakt	Mo	Di	Mi	Do	Fr	Sa	So
_	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Stundenverteilung in %
StuetzT	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
27.5	0.02	0.00	0.21	1.05	3.95	6.04	7.23	6.78	8.57	8.35	8.40	9.12	8.26	5.76	3.04	3.07	3.69	4.71	2.56	2.79	2.49	2.11	1.28	0.52
Dienstag
-17.5	1.03	0.72	0.61	0.56	0.50	1.36	3.77	8.34	13.25	11.72	8.89	6.07	4.71	4.60	4.83	4.65	2.85	2.88	3.46	4.04	3.57	3.29	2.78	1.52
-12.5	0.95	0.68	0.59	0.55	0.67	1.64	4.10	8.02	11.57	10.58	8.56	6.54	5.22	5.23	5.06	5.03	3.40	3.41	3.65	3.90	3.45	3.20	2.64	1.36
-7.5	0.87	0.65	0.58	0.55	0.86	1.87	4.45	7.67	9.74	9.35	8.20	7.05	5.77	5.91	5.31	5.45	4.01	3.99	3.87	3.74	3.31	3.11	2.49	1.20
-2.5	0.78	0.62	0.57	0.55	1.08	2.21	4.88	7.37	7.82	8.08	7.88	7.69	6.45	6.72	5.64	5.97	4.71	4.66	3.11	3.61	3.20	3.03	2.35	1.02
2.5	0.60	0.45	0.43	0.46	0.91	2.07	5.08	7.26	7.74	7.84	6.81	8.07	6.94	7.29	6.04	6.38	5.32	5.19	2.95	3.41	3.09	2.89	2.07	0.71
7.5	0.53	0.49	0.50	0.50	1.05	2.52	4.56	6.89	7.66	8.14	7.33	8.28	7.23	7.29	5.77	6.47	5.75	5.64	2.93	2.96	2.62	2.56	1.79	0.54
12.5	0.49	0.38	0.48	0.96	2.35	3.87	5.48	6.42	8.12	8.07	8.24	8.69	7.73	6.73	4.64	4.74	4.78	4.99	2.77	2.77	2.50	2.21	1.56	1.03
17.5	0.12	0.06	0.15	0.55	2.51	4.25	6.80	7.57	8.15	8.07	6.94	8.46	7.43	6.26	4.39	4.65	4.19	4.88	2.72	3.41	3.05	2.77	1.77	0.85
22.5	0.07	0.03	0.18	0.80	3.23	5.13	7.01	7.18	8.36	8.21	7.67	8.79	7.84	6.01	3.72	3.86	3.94	4.80	2.64	3.10	2.77	2.44	1.53	0.69
27.5	0.02	0.00	0.21	1.05	3.95	6.04	7.23	6.78	8.57	8.35	8.40	9.12	8.26	5.76	3.04	3.07	3.69	4.71	2.56	2.79	2.49	2.11	1.28	0.52
Mittwoch
-17.5	1.03	0.72	0.61	0.56	0.50	1.36	3.77	8.34	13.25	11.72	8.89	6.07	4.71	4.60	4.83	4.65	2.85	2.88	3.46	4.04	3.57	3.29	2.78	1.52
-12.5	0.95	0.68	0.59	0.55	0.67	1.64	4.10	8.02	11.57	10.58	8.56	6.54	5.22	5.23	5.06	5.03	3.40	3.41	3.65	3.90	3.45	3.20	2.64	1.36
-7.5	0.87	0.65	0.58	0.55	0.86	1.87	4.45	7.67	9.74	9.35	8.20	7.05	5.77	5.91	5.31	5.45	4.01	3.99	3.87	3.74	3.31	3.11	2.49	1.20
-2.5	0.78	0.62	0.57	0.55	1.08	2.21	4.88	7.37	7.82	8.08	7.88	7.69	6.45	6.72	5.64	5.97	4.71	4.66	3.11	3.61	3.20	3.03	2.35	1.02
2.5	0.60	0.45	0.43	0.46	0.91	2.07	5.08	7.26	7.74	7.84	6.81	8.07	6.94	7.29	6.04	6.38	5.32	5.19	2.95	3.41	3.09	2.89	2.07	0.71
7.5	0.53	0.49	0.50	0.50	1.05	2.52	4.56	6.89	7.66	8.14	7.33	8.28	7.23	7.29	5.77	6.47	5.75	5.64	2.93	2.96	2.62	2.56	1.79	0.54
12.5	0.49	0.38	0.48	0.96	2.35	3.87	5.48	6.42	8.12	8.07	8.24	8.69	7.73	6.73	4.64	4.74	4.78	4.99	2.77	2.77	2.50	2.21	1.56	1.03
17.5	0.12	0.06	0.15	0.55	2.51	4.25	6.80	7.57	8.15	8.07	6.94	8.46	7.43	6.26	4.39	4.65	4.19	4.88	2.72	3.41	3.05	2.77	1.77	0.85
22.5	0.07	0.03	0.18	0.80	3.23	5.13	7.01	7.18	8.36	8.21	7.67	8.79	7.84	6.01	3.72	3.86	3.94	4.80	2.64	3.10	2.77	2.44	1.53	0.69
27.5	0.02	0.00	0.21	1.05	3.95	6.04	7.23	6.78	8.57	8.35	8.40	9.12	8.26	5.76	3.04	3.07	3.69	4.71	2.56	2.79	2.49	2.11	1.28	0.52
Donnerstag
-17.5	1.03	0.72	0.61	0.56	0.50	1.36	3.77	8.34	13.25	11.72	8.89	6.07	4.71	4.60	4.83	4.65	2.85	2.88	3.46	4.04	3.57	3.29	2.78	1.52
-12.5	0.95	0.68	0.59	0.55	0.67	1.64	4.10	8.02	11.57	10.58	8.56	6.54	5.22	5.23	5.06	5.03	3.40	3.41	3.65	3.90	3.45	3.20	2.64	1.36
-7.5	0.87	0.65	0.58	0.55	0.86	1.87	4.45	7.67	9.74	9.35	8.20	7.05	5.77	5.91	5.31	5.45	4.01	3.99	3.87	3.74	3.31	3.11	2.49	1.20
-2.5	0.78	0.62	0.57	0.55	1.08	2.21	4.88	7.37	7.82	8.08	7.88	7.69	6.45	6.72	5.64	5.97	4.71	4.66	3.11	3.61	3.20	3.03	2.35	1.02
2.5	0.60	0.45	0.43	0.46	0.91	2.07	5.08	7.26	7.74	7.84	6.81	8.07	6.94	7.29	6.04	6.38	5.32	5.19	2.95	3.41	3.09	2.89	2.07	0.71
7.5	0.53	0.49	0.50	0.50	1.05	2.52	4.56	6.89	7.66	8.14	7.33	8.28	7.23	7.29	5.77	6.47	5.75	5.64	2.93	2.96	2.62	2.56	1.79	0.54
12.5	0.49	0.38	0.48	0.96	2.35	3.87	5.48	6.42	8.12	8.07	8.24	8.69	7.73	6.73	4.64	4.74	4.78	4.99	2.77	2.77	2.50	2.21	1.56	1.03
17.5	0.12	0.06	0.15	0.55	2.51	4.25	6.80	7.57	8.15	8.07	6.94	8.46	7.43	6.26	4.39	4.65	4.19	4.88	2.72	3.41	3.05	2.77	1.77	0.85
22.5	0.07	0.03	0.18	0.80	3.23	5.13	7.01	7.18	8.36	8.21	7.67	8.79	7.84	6.01	3.72	3.86	3.94	4.80	2.64	3.10	2.77	2.44	1.53	0.69
27.5	0.02	0.00	0.21	1.05	3.95	6.04	7.23	6.78	8.57	8.35	8.40	9.12	8.26	5.76	3.04	3.07	3.69	4.71	2.56	2.79	2.49	2.11	1.28	0.52
Freitag
-17.5	0.22	0.32	0.32	0.34	0.24	0.31	6.35	9.69	8.93	8.17	7.69	7.20	7.11	7.01	6.28	6.64	4.31	4.15	3.99	4.26	2.49	2.11	1.30	0.57
-12.5	0.28	0.35	0.36	0.37	0.32	0.41	6.14	9.16	8.69	8.21	7.87	7.53	7.31	7.10	6.27	6.57	4.64	4.26	3.88	3.95	2.41	2.07	1.30	0.55
-7.5	0.34	0.38	0.40	0.41	0.40	0.50	5.93	8.61	8.43	8.26	8.06	7.86	7.53	7.20	6.25	6.49	4.98	4.38	3.77	3.63	2.33	2.02	1.30	0.54
-2.5	0.30	0.43	0.40	0.35	0.48	0.68	5.25	8.41	8.45	8.22	8.39	8.55	8.02	7.48	6.57	6.89	5.31	4.05	4.01	2.86	1.70	1.61	1.08	0.51
2.5	0.48	0.46	0.49	0.49	0.58	0.72	5.56	7.55	8.62	8.48	7.29	8.71	7.02	7.52	6.32	6.44	5.81	4.90	3.60	3.00	2.19	1.95	1.31	0.51
7.5	0.42	0.50	0.48	0.42	0.66	0.87	4.98	7.06	8.40	8.74	7.82	8.78	7.53	7.58	6.45	6.64	5.98	5.25	3.72	2.70	1.83	1.67	1.05	0.47
12.5	0.68	0.38	0.63	0.54	0.82	0.92	6.43	7.88	8.95	9.50	8.23	9.15	8.67	7.19	5.80	5.88	5.50	4.32	2.99	1.94	1.33	1.00	0.94	0.33
17.5	0.75	0.33	0.67	0.54	0.90	0.99	6.58	8.19	9.01	8.48	8.19	9.03	7.64	6.78	4.85	4.82	4.72	4.52	3.26	3.39	2.51	2.36	1.27	0.22
22.5	0.85	0.29	0.74	0.56	1.02	1.10	7.01	8.35	9.18	8.97	8.65	9.25	8.45	6.61	4.58	4.53	4.56	4.23	2.96	2.88	2.10	1.91	1.09	0.13
27.5	0.95	0.25	0.81	0.58	1.14	1.20	7.46	8.52	9.35	9.48	9.13	9.47	9.28	6.44	4.31	4.24	4.39	3.94	2.65	2.36	1.67	1.44	0.91	0.03
Samstag
-17.5	2.11	2.01	1.36	2.05	2.19	2.97	13.13	9.41	7.31	5.43	4.85	4.26	5.60	5.00	4.85	4.70	5.20	4.47	3.17	1.67	1.93	1.81	2.10	2.42
-12.5	2.13	2.03	1.58	2.10	2.22	2.87	11.10	9.05	7.69	6.52	5.89	5.26	5.73	4.68	4.49	4.31	4.69	4.24	3.02	1.91	2.09	1.93	2.13	2.34
-7.5	2.19	2.09	1.83	2.19	2.28	2.78	9.22	8.82	8.19	7.73	6.78	6.37	5.95	4.43	2.90	3.98	4.24	4.08	2.90	2.19	2.29	2.09	2.19	2.29
-2.5	2.78	3.41	2.64	3.12	3.07	3.22	5.00	5.92	6.62	6.77	6.30	5.70	4.98	4.10	3.78	4.47	3.46	3.62	3.70	3.56	3.70	3.38	3.57	3.13
2.5	2.20	2.11	2.25	2.26	2.32	2.57	5.04	7.99	8.86	9.84	9.36	8.31	6.15	3.73	2.71	3.15	3.15	3.58	2.56	2.65	2.58	2.32	2.22	2.09
7.5	2.06	1.95	2.03	2.15	2.32	2.21	4.98	7.39	10.00	11.65	9.56	9.36	7.64	3.30	2.33	2.46	3.00	2.57	2.31	2.52	2.28	2.20	2.10	1.63
12.5	1.66	1.99	1.31	1.94	2.78	2.31	4.70	6.78	9.82	10.84	9.80	9.48	8.14	3.61	3.48	3.40	3.31	2.60	3.03	1.94	1.76	1.97	1.67	1.68
17.5	1.37	1.90	2.39	1.76	2.85	3.32	4.49	6.10	9.53	9.73	9.92	9.50	9.08	3.46	3.69	3.77	3.86	2.07	2.45	2.83	1.33	1.78	1.37	1.45
22.5	1.10	1.85	1.93	1.61	3.11	3.20	4.34	5.50	10.09	10.16	10.22	10.20	10.18	3.42	4.12	4.05	3.97	1.57	2.03	2.49	0.91	1.61	1.09	1.25
27.5	0.81	1.79	1.45	1.45	3.38	3.13	4.19	4.88	10.67	10.60	10.52	10.92	11.32	3.38	4.56	4.33	4.09	1.05	1.60	2.14	0.47	1.43	0.80	1.04
Sonntag
-17.5	3.51	3.58	3.31	3.45	4.81	6.18	3.91	3.75	3.32	3.02	4.82	6.22	6.40	7.10	4.21	3.70	3.19	3.33	3.34	3.98	2.87	4.50	3.42	4.08
-12.5	3.40	3.46	3.28	3.39	5.39	7.40	3.84	3.70	3.41	3.18	4.58	5.89	5.93	6.52	4.14	3.72	3.30	3.43	3.44	3.91	3.07	4.29	3.42	3.91
-7.5	3.25	3.32	3.23	3.32	6.13	8.94	3.75	3.64	3.53	3.39	4.28	5.47	5.31	5.77	4.03	3.74	3.45	3.55	3.57	3.82	3.34	4.04	3.43	3.70
-2.5	3.15	3.22	3.25	3.33	5.22	10.64	3.73	3.66	3.80	3.78	3.98	5.06	4.63	4.91	4.01	3.76	3.75	3.82	3.85	3.81	3.79	3.80	3.54	3.51
2.5	2.78	2.85	3.06	3.10	7.91	13.76	3.45	3.44	3.90	4.04	3.29	4.13	3.36	3.38	3.70	4.70	3.90	3.93	3.97	3.53	4.16	3.21	3.45	3.00
7.5	1.78	3.05	2.54	4.54	6.05	13.33	3.90	4.18	4.17	4.32	3.85	4.06	3.66	3.93	3.66	3.42	3.86	4.70	3.72	3.68	4.14	3.34	2.91	3.21
12.5	2.12	2.72	2.31	6.27	10.52	16.30	3.95	3.81	3.65	3.64	3.77	3.45	3.50	2.86	3.01	3.67	2.97	3.14	3.24	3.78	2.93	2.87	2.81	2.71
17.5	0.98	1.57	3.92	9.99	16.51	24.23	3.35	3.50	2.22	2.30	3.44	3.06	3.32	1.90	1.64	2.14	1.66	3.08	2.01	1.90	1.92	1.92	1.94	1.50
22.5	0.14	1.26	3.40	13.76	20.06	28.05	3.76	3.83	1.75	1.69	3.87	2.30	3.43	1.22	0.73	0.86	0.52	2.27	1.08	1.86	0.52	1.44	1.17	1.03
27.5	0.00	0.80	2.57	18.02	23.73	31.61	4.12	4.08	1.06	0.81	4.25	1.21	3.41	0.29	0.00	0.00	0.00	1.11	0.00	1.72	0.00	0.74	0.11	0.36
GGB	Gartenbau
Auspraegung	A	B	C	D
GGB05	0	0	0	0	0	0	0	0
GGB34	1.6266812	-37.8825368	6.9836070	0.0297136	-0.0854333	1.2709629	-0.0011319	0.0928124
GGB33	1.8213778	-37.5000000	6.3462148	0.0678118	-0.0607666	0.9308159	-0.0013967	0.0850399
GGB02	0	0	0	0	0	0	0	0
GGB01	0	0	0	0	0	0	0	0
WTfakt	Mo	Di	Mi	Do	Fr	Sa	So
_	0.9897	0.9627	1.0507	1.0552	1.0297	0.9767	0.9353
Stundenverteilung in %
StuetzT	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
Montag
-17.5	4.33	4.34	4.23	4.14	4.06	3.89	5.41	5.85	5.70	5.14	3.96	2.25	2.70	3.22	3.44	3.80	3.90	3.82	3.70	4.49	4.43	4.36	4.53	4.31
-12.5	4.42	4.48	4.40	4.33	4.27	4.18	5.72	6.11	5.90	4.77	3.48	2.15	2.40	2.76	3.06	3.59	3.67	3.74	3.97	4.55	4.53	4.50	4.65	4.37
-7.5	4.45	4.88	4.82	4.54	4.74	4.78	6.08	6.18	5.64	4.29	3.09	2.01	2.16	2.38	2.71	3.25	3.24	3.68	4.11	4.64	4.04	4.74	4.87	4.68
-2.5	4.59	4.74	4.71	4.72	4.69	4.70	6.21	6.61	6.29	3.97	2.49	1.93	1.78	1.77	2.25	3.14	3.74	4.35	4.49	4.51	4.26	4.75	4.86	4.45
2.5	5.28	5.53	5.51	5.30	5.52	5.85	6.59	6.10	4.92	3.16	2.18	1.64	1.59	1.54	1.92	2.44	2.68	3.41	4.26	4.65	4.52	5.08	5.17	5.16
7.5	5.79	6.00	6.08	6.33	6.44	6.61	6.99	6.42	5.03	2.73	1.79	1.38	1.30	1.07	1.54	1.68	2.07	2.69	3.21	3.84	4.37	5.30	6.02	5.32
12.5	6.61	7.86	8.22	8.72	8.84	9.17	7.63	4.84	4.16	2.14	1.51	1.28	1.08	0.93	1.01	1.18	1.10	1.43	1.47	1.90	2.53	4.23	5.73	6.43
17.5	4.81	6.94	8.12	9.09	11.93	12.52	9.15	4.75	2.71	2.15	1.57	0.86	1.01	1.12	1.03	1.17	1.62	2.02	1.19	1.43	1.73	2.98	5.13	4.97
22.5	5.49	8.13	9.49	9.00	13.64	14.24	9.74	4.20	2.38	1.69	1.26	0.70	0.78	0.84	0.61	0.58	0.89	1.09	1.01	1.08	1.08	1.98	4.90	5.20
27.5	6.08	9.17	10.70	10.55	15.10	15.69	10.15	3.57	2.00	1.20	0.93	0.52	0.53	0.54	0.17	0.00	0.14	0.15	0.80	0.72	0.42	0.95	4.59	5.33
Dienstag
-17.5	4.33	4.34	4.23	4.14	4.06	3.89	5.41	5.85	5.70	5.14	3.96	2.25	2.70	3.22	3.44	3.80	3.90	3.82	3.70	4.49	4.43	4.36	4.53	4.31
-12.5	4.42	4.48	4.40	4.33	4.27	4.18	5.72	6.11	5.90	4.77	3.48	2.15	2.40	2.76	3.06	3.59	3.67	3.74	3.97	4.55	4.53	4.50	4.65	4.37
-7.5	4.45	4.88	4.82	4.54	4.74	4.78	6.08	6.18	5.64	4.29	3.09	2.01	2.16	2.38	2.71	3.25	3.24	3.68	4.11	4.64	4.04	4.74	4.87	4.68
-2.5	4.59	4.74	4.71	4.72	4.69	4.70	6.21	6.61	6.29	3.97	2.49	1.93	1.78	1.77	2.25	3.14	3.74	4.35	4.49	4.51	4.26	4.75	4.86	4.45
2.5	5.28	5.53	5.51	5.30	5.52	5.85	6.59	6.10	4.92	3.16	2.18	1.64	1.59	1.54	1.92	2.44	2.68	3.41	4.26	4.65	4.52	5.08	5.17	5.16
7.5	5.79	6.00	6.08	6.33	6.44	6.61	6.99	6.42	5.03	2.73	1.79	1.38	1.30	1.07	1.54	1.68	2.07	2.69	3.21	3.84	4.37	5.30	6.02	5.32
12.5	6.61	7.86	8.22	8.72	8.84	9.17	7.63	4.84	4.16	2.14	1.51	1.28	1.08	0.93	1.01	1.18	1.10	1.43	1.47	1.90	2.53	4.23	5.73	6.43
17.5	4.81	6.94	8.12	9.09	11.93	12.52	9.15	4.75	2.71	2.15	1.57	0.86	1.01	1.12	1.03	1.17	1.62	2.02	1.19	1.43	1.73	2.98	5.13	4.97
22.5	5.49	8.13	9.49	9.00	13.64	14.24	9.74	4.20	2.38	1.69	1.26	0.70	0.78	0.84	0.61	0.58	0.89	1.09	1.01	1.08	1.08	1.98	4.90	5.20
27.5	6.08	9.17	10.70	10.55	15.10	15.69	10.15	3.57	2.00	1.20	0.93	0.52	0.53	0.54	0.17	0.00	0.14	0.15	0.80	0.72	0.42	0.95	4.59	5.33
Mittwoch
-17.5	4.33	4.34	4.23	4.14	4.06	3.89	5.41	5.85	5.70	5.14	3.96	2.25	2.70	3.22	3.44	3.80	3.90	3.82	3.70	4.49	4.43	4.36	4.53	4.31
-12.5	4.42	4.48	4.40	4.33	4.27	4.18	5.72	6.11	5.90	4.77	3.48	2.15	2.40	2.76	3.06	3.59	3.67	3.74	3.97	4.55	4.53	4.50	4.65	4.37
-7.5	4.45	4.88	4.82	4.54	4.74	4.78	6.08	6.18	5.64	4.29	3.09	2.01	2.16	2.38	2.71	3.25	3.24	3.68	4.11	4.64	4.04	4.74	4.87	4.68
-2.5	4.59	4.74	4.71	4.72	4.69	4.70	6.21	6.61	6.29	3.97	2.49	1.93	1.78	1.77	2.25	3.14	3.74	4.35	4.49	4.51	4.26	4.75	4.86	4.45
2.5	5.28	5.53	5.51	5.30	5.52	5.85	6.59	6.10	4.92	3.16	2.18	1.64	1.59	1.54	1.92	2.44	2.68	3.41	4.26	4.65	4.52	5.08	5.17	5.16
7.5	5.79	6.00	6.08	6.33	6.44	6.61	6.99	6.42	5.03	2.73	1.79	1.38	1.30	1.07	1.54	1.68	2.07	2.69	3.21	3.84	4.37	5.30	6.02	5.32
12.5	6.61	7.86	8.22	8.72	8.84	9.17	7.63	4.84	4.16	2.14	1.51	1.28	1.08	0.93	1.01	1.18	1.10	1.43	1.47	1.90	2.53	4.23	5.73	6.43
17.5	4.81	6.94	8.12	9.09	11.93	12.52	9.15	4.75	2.71	2.15	1.57	0.86	1.01	1.12	1.03	1.17	1.62	2.02	1.19	1.43	1.73	2.98	5.13	4.97
22.5	5.49	8.13	9.49	9.00	13.64	14.24	9.74	4.20	2.38	1.69	1.26	0.70	0.78	0.84	0.61	0.58	0.89	1.09	1.01	1.08	1.08	1.98	4.90	5.20
27.5	6.08	9.17	10.70	10.55	15.10	15.69	10.15	3.57	2.00	1.20	0.93	0.52	0.53	0.54	0.17	0.00	0.14	0.15	0.80	0.72	0.42	0.95	4.59	5.33
Donnerstag
-17.5	4.33	4.34	4.23	4.14	4.06	3.89	5.41	5.85	5.70	5.14	3.96	2.25	2.70	3.22	3.44	3.80	3.90	3.82	3.70	4.49	4.43	4.36	4.53	4.31
-12.5	4.42	4.48	4.40	4.33	4.27	4.18	5.72	6.11	5.90	4.77	3.48	2.15	2.40	2.76	3.06	3.59	3.67	3.74	3.97	4.55	4.53	4.50	4.65	4.37
-7.5	4.45	4.88	4.82	4.54	4.74	4.78	6.08	6.18	5.64	4.29	3.09	2.01	2.16	2.38	2.71	3.25	3.24	3.68	4.11	4.64	4.04	4.74	4.87	4.68
-2.5	4.59	4.74	4.71	4.72	4.69	4.70	6.21	6.61	6.29	3.97	2.49	1.93	1.78	1.77	2.25	3.14	3.74	4.35	4.49	4.51	4.26	4.75	4.86	4.45
2.5	5.28	5.53	5.51	5.30	5.52	5.85	6.59	6.10	4.92	3.16	2.18	1.64	1.59	1.54	1.92	2.44	2.68	3.41	4.26	4.65	4.52	5.08	5.17	5.16
7.5	5.79	6.00	6.08	6.33	6.44	6.61	6.99	6.42	5.03	2.73	1.79	1.38	1.30	1.07	1.54	1.68	2.07	2.69	3.21	3.84	4.37	5.30	6.02	5.32
12.5	6.61	7.86	8.22	8.72	8.84	9.17	7.63	4.84	4.16	2.14	1.51	1.28	1.08	0.93	1.01	1.18	1.10	1.43	1.47	1.90	2.53	4.23	5.73	6.43
17.5	4.81	6.94	8.12	9.09	11.93	12.52	9.15	4.75	2.71	2.15	1.57	0.86	1.01	1.12	1.03	1.17	1.62	2.02	1.19	1.43	1.73	2.98	5.13	4.97
22.5	5.49	8.13	9.49	9.00	13.64	14.24	9.74	4.20	2.38	1.69	1.26	0.70	0.78	0.84	0.61	0.58	0.89	1.09	1.01	1.08	1.08	1.98	4.90	5.20
27.5	6.08	9.17	10.70	10.55	15.10	15.69	10.15	3.57	2.00	1.20	0.93	0.52	0.53	0.54	0.17	0.00	0.14	0.15	0.80	0.72	0.42	0.95	4.59	5.33
Freitag
-17.5	4.33	4.34	4.23	4.14	4.06	3.89	5.41	5.85	5.70	5.14	3.96	2.25	2.70	3.22	3.44	3.80	3.90	3.82	3.70	4.49	4.43	4.36	4.53	4.31
-12.5	4.42	4.48	4.40	4.33	4.27	4.18	5.72	6.11	5.90	4.77	3.48	2.15	2.40	2.76	3.06	3.59	3.67	3.74	3.97	4.55	4.53	4.50	4.65	4.37
-7.5	4.45	4.88	4.82	4.54	4.74	4.78	6.08	6.18	5.64	4.29	3.09	2.01	2.16	2.38	2.71	3.25	3.24	3.68	4.11	4.64	4.04	4.74	4.87	4.68
-2.5	4.59	4.74	4.71	4.72	4.69	4.70	6.21	6.61	6.29	3.97	2.49	1.93	1.78	1.77	2.25	3.14	3.74	4.35	4.49	4.51	4.26	4.75	4.86	4.45
2.5	5.28	5.53	5.51	5.30	5.52	5.85	6.59	6.10	4.92	3.16	2.18	1.64	1.59	1.54	1.92	2.44	2.68	3.41	4.26	4.65	4.52	5.08	5.17	5.16
7.5	5.79	6.00	6.08	6.33	6.44	6.61	6.99	6.42	5.03	2.73	1.79	1.38	1.30	1.07	1.54	1.68	2.07	2.69	3.21	3.84	4.37	5.30	6.02	5.32
12.5	6.61	7.86	8.22	8.72	8.84	9.17	7.63	4.84	4.16	2.14	1.51	1.28	1.08	0.93	1.01	1.18	1.10	1.43	1.47	1.90	2.53	4.23	5.73	6.43
17.5	4.81	6.94	8.12	9.09	11.93	12.52	9.15	4.75	2.71	2.15	1.57	0.86	1.01	1.12	1.03	1.17	1.62	2.02	1.19	1.43	1.73	2.98	5.13	4.97
22.5	5.49	8.13	9.49	9.00	13.64	14.24	9.74	4.20	2.38	1.69	1.26	0.70	0.78	0.84	0.61	0.58	0.89	1.09	1.01	1.08	1.08	1.98	4.90	5.20
27.5	6.08	9.17	10.70	10.55	15.10	15.69	10.15	3.57	2.00	1.20	0.93	0.52	0.53	0.54	0.17	0.00	0.14	0.15	0.80	0.72	0.42	0.95	4.59	5.33
Samstag
-17.5	4.33	4.34	4.23	4.14	4.06	3.89	5.41	5.85	5.70	5.14	3.96	2.25	2.70	3.22	3.44	3.80	3.90	3.82	3.70	4.49	4.43	4.36	4.53	4.31
-12.5	4.42	4.48	4.40	4.33	4.27	4.18	5.72	6.11	5.90	4.77	3.48	2.15	2.40	2.76	3.06	3.59	3.67	3.74	3.97	4.55	4.53	4.50	4.65	4.37
-7.5	4.45	4.88	4.82	4.54	4.74	4.78	6.08	6.18	5.64	4.29	3.09	2.01	2.16	2.38	2.71	3.25	3.24	3.68	4.11	4.64	4.04	4.74	4.87	4.68
-2.5	4.59	4.74	4.71	4.72	4.69	4.70	6.21	6.61	6.29	3.97	2.49	1.93	1.78	1.77	2.25	3.14	3.74	4.35	4.49	4.51	4.26	4.75	4.86	4.45
2.5	5.28	5.53	5.51	5.30	5.52	5.85	6.59	6.10	4.92	3.16	2.18	1.64	1.59	1.54	1.92	2.44	2.68	3.41	4.26	4.65	4.52	5.08	5.17	5.16
7.5	5.79	6.00	6.08	6.33	6.44	6.61	6.99	6.42	5.03	2.73	1.79	1.38	1.30	1.07	1.54	1.68	2.07	2.69	3.21	3.84	4.37	5.30	6.02	5.32
12.5	6.61	7.86	8.22	8.72	8.84	9.17	7.63	4.84	4.16	2.14	1.51	1.28	1.08	0.93	1.01	1.18	1.10	1.43	1.47	1.90	2.53	4.23	5.73	6.43
17.5	4.81	6.94	8.12	9.09	11.93	12.52	9.15	4.75	2.71	2.15	1.57	0.86	1.01	1.12	1.03	1.17	1.62	2.02	1.19	1.43	1.73	2.98	5.13	4.97
22.5	5.49	8.13	9.49	9.00	13.64	14.24	9.74	4.20	2.38	1.69	1.26	0.70	0.78	0.84	0.61	0.58	0.89	1.09	1.01	1.08	1.08	1.98	4.90	5.20
27.5	6.08	9.17	10.70	10.55	15.10	15.69	10.15	3.57	2.00	1.20	0.93	0.52	0.53	0.54	0.17	0.00	0.14	0.15	0.80	0.72	0.42	0.95	4.59	5.33
Sonntag
-17.5	4.33	4.34	4.23	4.14	4.06	3.89	5.41	5.85	5.70	5.14	3.96	2.25	2.70	3.22	3.44	3.80	3.90	3.82	3.70	4.49	4.43	4.36	4.53	4.31
-12.5	4.42	4.48	4.40	4.33	4.27	4.18	5.72	6.11	5.90	4.77	3.48	2.15	2.40	2.76	3.06	3.59	3.67	3.74	3.97	4.55	4.53	4.50	4.65	4.37
-7.5	4.45	4.88	4.82	4.54	4.74	4.78	6.08	6.18	5.64	4.29	3.09	2.01	2.16	2.38	2.71	3.25	3.24	3.68	4.11	4.64	4.04	4.74	4.87	4.68
-2.5	4.59	4.74	4.71	4.72	4.69	4.70	6.21	6.61	6.29	3.97	2.49	1.93	1.78	1.77	2.25	3.14	3.74	4.35	4.49	4.51	4.26	4.75	4.86	4.45
2.5	5.28	5.53	5.51	5.30	5.52	5.85	6.59	6.10	4.92	3.16	2.18	1.64	1.59	1.54	1.92	2.44	2.68	3.41	4.26	4.65	4.52	5.08	5.17	5.16
7.5	5.79	6.00	6.08	6.33	6.44	6.61	6.99	6.42	5.03	2.73	1.79	1.38	1.30	1.07	1.54	1.68	2.07	2.69	3.21	3.84	4.37	5.30	6.02	5.32
12.5	6.61	7.86	8.22	8.72	8.84	9.17	7.63	4.84	4.16	2.14	1.51	1.28	1.08	0.93	1.01	1.18	1.10	1.43	1.47	1.90	2.53	4.23	5.73	6.43
17.5	4.81	6.94	8.12	9.09	11.93	12.52	9.15	4.75	2.71	2.15	1.57	0.86	1.01	1.12	1.03	1.17	1.62	2.02	1.19	1.43	1.73	2.98	5.13	4.97
22.5	5.49	8.13	9.49	9.00	13.64	14.24	9.74	4.20	2.38	1.69	1.26	0.70	0.78	0.84	0.61	0.58	0.89	1.09	1.01	1.08	1.08	1.98	4.90	5.20
27.5	6.08	9.17	10.70	10.55	15.10	15.69	10.15	3.57	2.00	1.20	0.93	0.52	0.53	0.54	0.17	0.00	0.14	0.15	0.80	0.72	0.42	0.95	4.59	5.33
GPD Papier und Druck
Auspraegung	A	B	C	D
GPD05	0	0	0	0	0	0	0	0
